name	gender	meaning
ÆÐElmær	Derived from the Old English elements æðel "noble" and mær "famous". It is a cognate of ADELMAR.	0
ÆÐElræd	Derived from the Old English elements æðel "noble" and ræd "counsel". This was the name of two Saxon kings of England including Æðelræd II "the Unready" whose realm was overrun by the Danes in the early 11th century. The name was rarely used after the Norman conquest.	0
ÆÐElric	Derived from the Old English elements æðel "noble" and ric "power, rule". This was the name of several early Anglo-Saxon kings.	0
ÆÐElstan	Derived from the Old English elements æðel "noble" and stan "stone". This was the name of an early king of England. The name was rarely used after the Norman conquest.	0
ÆÐElþryð	Derived from the Old English elements æðel "noble" and þryð "strength".	1
ÆÐElwine	Derived from the Old English elements æðel "noble" and wine "friend". This name became rare after the Norman conquest. Saint Æðelwine was a 7th-century bishop of Lindsey, England.	0
ÆÞElbeorht	Variant of ÆÐELBERHT.	0
ÆÞElræd	Variant of ÆÐELRÆD.	0
ÆThelflæd	Old English form of ELFLEDA.	1
ÆThelnoð	Derived from the Old English elements æðel "noble" and noð "boldness, daring".	0
ÆThelred	Variant of ÆÐELRÆD.	0
ÆThelric	Variant of ÆÐELRIC.	0
ÆThelstan	Variant of ÆÐELSTAN.	0
ÆThelthryth	Variant of ÆÐELÞRYÐ.	1
ÆThelweard	Derived from the Old English element æðel "noble" combined with weard "guardian".	0
ÆThelwine	Variant of ÆÐELWINE.	0
Aegidius	Original Latin form of GILES.	0
Aegle	Latinized form of the Greek Αιγλη (Aigle) which meant "light, radiance, glory". This was the name of several characters in Greek myth, including one of the Heliades and one of the Hesperides.	1
Aelia	Feminine form of AELIUS.	1
Aeliana	Feminine form of AELIANUS.	1
Aelianus	Roman cognomen which was a derivative of AELIUS.	0
Aelius	Roman family name which was possibly derived from the Greek word ‘ηλιος (helios) meaning "sun". This was the family name of the Roman emperor Hadrian.	0
Aella	Means "whirlwind" in Greek. In Greek myth this was the name of an Amazon warrior killed by Herakles during his quest for Hippolyta's girdle.	1
Aemilia	Feminine form of Aemilius (see EMIL).	1
Aemiliana	Feminine form of Aemilianus (see EMILIANO).	1
Aemilianus	Original Roman form of EMILIANO.	0
Aemilius	Original Roman form of EMIL.	0
Aeneas	Latin form of the Greek name Αινειας (Aineias), derived from Greek αινη (aine) meaning "praise". In Greek legend he was a son of Aphrodite and was one of the chief heroes who defended Troy from the Greeks. The Roman poet Virgil continued his story in the 'Aeneid', in which Aeneas travels to Italy and founds the Roman state.	0
Aengus	Variant of AONGHUS.	0
Aenor	Probably a Latinized form of a Germanic name of unknown meaning. This was the name of the mother of Eleanor of Aquitaine.	1
Aeolus	Latinized form of AIOLOS.	0
Aeron  (1)	Either derived from Welsh aeron meaning "berry" or else from the name of a river in Wales.	0
Aeron  (2)	Welsh form of AGRONA. In Welsh mythology Aeron was often portrayed as a masculine deity.	0
Aerona	Variant of AERON  (1).	1
Aeronwen	Combination of AERON  (1) and the suffix gwen meaning "white, fair, blessed".	1
Aeronwy	Combination of AERON  (1) and the suffix wy meaning "river".	1
Aeschylus	From the Greek name Αισχυλος (Aischylos), derived from αισχος (aischos) "shame". This was the name of a 5th-century BC Athenian historian.	0
Aeson	From the Greek Αισων (Aison), which is of unknown meaning. Aeson was the father of Jason in Greek legend.	0
Aesop	From the Greek Αισωπος (Aisopos), which is of unknown meaning. This was the name of a Greek fabulist of the 6th century BC, famous for such tales as 'The Tortoise and the Hare'.	0
Aetius	Roman cognomen which was probably derived from Greek αετος (aetos) "eagle". A famous bearer was the 5th-century Roman general Flavius Aetius, who defeated Attila the Hun at the Battle of Chalons.	0
Afaf	Means "chastity" in Arabic.	1
Afanasiy	Russian form of ATHANASIUS.	0
Afanasy	Variant transcription of AFANASIY.	0
Afanen	Means "raspberry" in Welsh. This is a modern Welsh name.	1
Afërdita	Either from Albanian afër dita meaning "near to the day", or else an Albanian form of APHRODITE.	1
Afia	Variant of AFUA.	1
Afif	Means "chaste" in Arabic.	0
Afolabi	Means "born into wealth" in Yoruba.	0
Afon	Means "river" in Welsh. This is a Welsh name of recent origin.	0
Afonso	Portuguese and Galician form of ALFONSO.	0
Afra  (1)	Originally used by the Romans as a nickname for a woman from Africa. This was the name of two early saints.	1
Afra  (2)	Means "whitish red" in Arabic.	1
Africa  (1)	From the name of the continent, which is of Latin origin, possibly from the Afri people who lived near Carthage in North Africa. This rare name is used most often by African-American parents.	1
Africa  (2)	Anglicized form of AIFRIC.	1
Afrim	Means "approach" in Albanian.	0
Afroditi	Modern Greek form of APHRODITE.	1
Afua	Means "born on Friday" in Akan.	1
Afzal	Means "better, superior" in Arabic.	0
Agáta	Czech form of AGATHA.	1
Agafya	Russian form of AGATHA.	1
Agam	Means "lake" in Hebrew.	0
Agamemnon	Possibly meaning "very steadfast" in Greek. In Greek mythology he was the brother of Menelaus. He led the Greek expedition to Troy to recover his brother's wife Helen. After the Trojan War Agamemnon was killed by his wife Clytemnestra.	0
Agape	Derived from Greek αγαπη (agape) meaning "love". This name was borne by at least two early saints.	1
Agapetos	Original Greek form of AGAPITO.	0
Agapetus	Latinized form of the Greek name Agapetos (see AGAPITO).	0
Agapios	Masculine form of AGAPE. This was the name of a saint from Caesarea who was martyred during the persecutions of the Roman emperor Diocletian.	0
Agapito	From the Late Latin name Agapitus or Agapetus which was derived from the Greek name Αγαπητος (Agapetos) meaning "beloved". The name Agapetus was borne by two popes.	0
Agar	Form of HAGAR used in the Greek and Latin Old Testament.	1
Agata	Cognate of AGATHA.	1
Agatha	Latinized form of the Greek name Αγαθη (Agathe), derived from Greek αγαθος (agathos) meaning "good". Saint Agatha was a 3rd-century martyr from Sicily who was tortured and killed after spurning the advances of a Roman official. The saint was widely revered in the Middle Ages, and her name has been used throughout Christian Europe (in various spellings). The mystery writer Agatha Christie (1890-1976) was a famous modern bearer of this name.	1
Agathangelos	Means "bearer of good news", derived from Greek αγαθος (agathos) "good" and αγγελος (angelos) "messenger, angel". Saint Agathangelus of Rome was a 4th-century deacon who was martyred during the persecutions of the emperor Diocletian.	0
Agathe	Cognate of AGATHA.	1
Agathon	Greek masculine form of AGATHA.	0
Agaue	Means "illustrious, noble" in Greek. This was the mother of Pentheus in Greek myth.	1
Agda	Swedish form of AGATHA.	1
Age	Estonian form of AGNES.	1
Aggie	Diminutive of AGNES or AGATHA.	1
Aghavni	Means "dove" in Armenian.	1
Aghi	Old Norse form of OVE.	0
Agim	Means "dawn" in Albanian.	0
Aglaé	French form of AGLAIA.	1
Aglaea	Latinized form of AGLAIA.	1
Aglaia	Means "splendour, beauty" in Greek. In Greek mythology she was one of the three Graces or Χαριτες (Charites). This name was also borne by a 4th-century saint from Rome.	1
Aglaya	Russian form of AGLAIA.	1
Agmundr	Old Norse form of AMUND.	0
Agné	Lithuanian form of AGNES.	1
Agnès	French and Catalan form of AGNES.	1
Agnes	Latinized form of the Greek name ‘Αγνη (Hagne), derived from Greek ‘αγνος (hagnos) meaning "chaste". Saint Agnes was a virgin martyred during the persecutions of the Roman emperor Diocletian. The name became associated with Latin agnus "lamb", resulting in the saint's frequent depiction with a lamb by her side. Due to her renown, the name became common in Christian Europe, being especially popular in England in the Middle Ages.	1
Agnesa	Slovak form of AGNES.	1
Agnese	Italian and Latvian form of AGNES.	1
Agnessa	Russian form of AGNES.	1
Agneta	Swedish variant of AGNES.	1
Agnete	Danish variant of AGNES.	1
Agnetha	Scandinavian variant of AGNES.	1
Agnethe	Danish variant of AGNES.	1
Agneza	Croatian form of AGNES.	1
Agni	Means "fire" in Sanskrit. This is the name of the ancient Hindu fire god, usually depicted as red-skinned with three legs, seven arms, and two faces.	0
Agnieszka	Polish form of AGNES.	1
Agnija	Serbian, Macedonian and Latvian form of AGNES.	1
Agostina	Italian feminine form of Augustinus (see AUGUSTINE  (1)).	1
Agostinho	Portuguese form of Augustinus (see AUGUSTINE  (1)).	0
Agostino	Italian form of Augustinus (see AUGUSTINE  (1)).	0
Agrafena	Russian form of AGRIPPINA.	1
Agrippa	Roman cognomen of unknown meaning, possibly from Greek αγριος (agrios) "wild" and ‘ιππος (hippos) "horse" or possibly of Etruscan origin. It was also used as a praenomen, or given name, by the Furia and Menenia families. In the New Testament this name was borne by Herod Agrippa (a grandson of Herod the Great), the king of Israel who put the apostle James to death. It was also borne by the 1st-century BC Roman general Marcus Vipsanius Agrippa.	0
Agrippina	Feminine derivative of AGRIPPA. This name was borne by the scheming mother of the Roman emperor Nero, who eventually had her killed. This was also the name of a 3rd-century Roman saint who is venerated in Sicily.	1
Agrona	Derived from the old Celtic element agro meaning "battle, slaughter". This was the name of the Brythonic goddess of war and death.	1
Agung	Means "great" in Indonesian.	0
Agurne	From Basque agur meaning "greeting, salutation".	1
Agurtzane	From Basque agurtza meaning "greeting, salutation".	1
Agustí	Catalan form of Augustinus (see AUGUSTINE  (1)).	0
Agustín	Spanish form of Augustinus (see AUGUSTINE  (1)).	0
Agustina	Spanish feminine form of Augustinus (see AUGUSTINE  (1)).	1
Ah	From the Chinese character 阿 (ā) which has no distinct meaning. It is not normally given as a name, but it can be prefixed to another name to make it a diminutive.	0
Ahab	Means "uncle", from Hebrew אָח ('ach) "brother" and אֲב ('av) "father". This was the name of a king of Israel in the Old Testament, the husband of Jezebel. This name was later used by Herman Melville in his novel 'Moby-Dick' (1851).	0
Aharon	Hebrew form of AARON.	0
Ahava	Means "love" in Hebrew.	1
Ahenobarbus	From a Roman cognomen meaning "bronze beard" in Latin. This name was borne by a series of consuls of the late Roman Republic.	0
Ahinoam	Means "my brother is pleasant" in Hebrew. In the Old Testament this is the name of wives of both Saul and David.	1
Ahmad	Means "more commendable" in Arabic.	0
Ahmed	Variant transcription and Turkish and Bosnian form of AHMAD. This was the name of three Ottoman sultans.	0
Ahmet	Turkish form of AHMAD.	0
Ahmose	From Egyptian Iah-ms meaning "born of Iah", derived from the name of the Egyptian god IAH combined with mesu "be born". This was the name of the first pharaoh of the 18th dynasty. He defeated the Hyksos and drove them from Egypt.	0
Ahoth	Form of EHUD used in the Latin Old Testament.	0
Ahriman	Modern Persian form of ANGRA MAINYU.	0
Ahtahkakoop	Means "star blanket" in Cree. This was the name of an early 19th-century Cree chief.	0
Ahti	Meaning unknown. This is the name of the Finnish god of the ocean, rivers and fishing.	0
Ahura Mazda	Means "lord of wisdom" in Avestan. In Persian mythology Ahura Mazda was the supreme creator, and the god of light, truth, and goodness.	0
Ahuva	Means "beloved" in Hebrew.	1
Ai  (1)	From Japanese 愛 (ai) meaning "love, affection", 藍 (ai) meaning "indigo", or other kanji with the same pronunciation.	1
Ai  (2)	From Chinese 爱 (ài) meaning "love, affection", 蔼 (ǎi) meaning "friendly, lush", or other characters which are pronounced similarly.	1
Aias	Greek form of AJAX.	0
Aibek	Derived from Turkic ay "moon" combined with the Turkish military title beg meaning "chieftain, master".	0
Aida	Variant of AYDA. This name was used in Verdi's opera 'Aida' (1871), where it belongs to an Ethiopian princess held captive in Egypt.	1
Aidan	Anglicized form of AODHÁN. In the latter part of the 20th century it became popular in America due to its sound, since it uses the same fashionable aden suffix sound found in such names as Braden and Hayden.	0
Aiday	Means "moon child" in Kazakh.	1
Aideen	Anglicized form of ÉTAÍN.	1
Aiden	Variant of AIDAN.	0
Aifric	Possibly means "pleasant" in Irish.	1
Aigle	Greek form of AEGLE.	1
Aignéis	Irish form of AGNES.	1
Aikaterine	Ancient and modern Greek form of KATHERINE.	1
Aiko	From Japanese 愛 (ai) meaning "love, affection" and 子 (ko) meaning "child", as well as other character combinations.	1
Aila	Finnish form of ÁILE.	1
Ailbhe	Possibly derived from the old Gaelic root albho meaning "white". In Irish legend this was the name of a female warrior of the Fianna. It was also the name of a 6th-century masculine saint.	0
Aileas	Scottish form of ALICE.	1
Aileen	Variant of EILEEN.	1
Ailen	Variant of AYLEN.	1
Aili	Finnish form of ÁILE.	1
Ailín	Irish cognate of ALAN.	0
Ailís	Irish form of ALICE.	1
Ailill	Means "elf" in Irish Gaelic. This name occurs frequently in Irish legend, borne for example by the husband of queen Medb.	0
Ailpein	Scottish Gaelic form of ALPIN.	0
Ailsa	From Ailsa Craig, the name of an island off the west coast of Scotland, which is of uncertain derivation.	1
Aiman	Means "beauty of the moon" in Kazakh.	1
Aimé	From Old French Amé, the masculine form of Amée (see AMY).	0
Aimée	French form of AMY.	1
Aimi	From Japanese 愛 (ai) meaning "love, affection" and 美 (mi) meaning "beautiful". Other combinations of kanji characters are possible.	1
Aimo	Means "generous amount" in Finnish.	0
Aina  (1)	Variant of AINO. It also means "always" in Finnish.	1
Aina  (2)	Balearic form of ANNA.	1
Aina  (3)	From Japanese 愛 (ai) meaning "love, affection" and 菜 (na) meaning "vegetables, greens", as well as other character combinations.	1
Aindréas	Irish form of ANDREW.	0
Aindrea	Scottish form of ANDREW.	0
Aindriú	Irish form of ANDREW.	0
Aineias	Original Greek form of AENEAS.	0
Aingeal	Irish cognate of ANGELA.	1
Aingeru	Basque form of Angelus (see ANGEL).	0
Ainhoa	From the name of a town in southwest France where there is a famous image of the Virgin Mary.	1
Aino	Means "the only one" in Finnish. In the Finnish epic the 'Kalevala' this is the name of a girl who drowns herself when she finds out she must marry the old man Väinämöinen.	1
Ainoa	Spanish form of AINHOA.	1
Ainslee	Variant of AINSLEY.	1
Ainsley	From a surname which was from a place name: either Annesley in Nottinghamshire or Ansley in Warwickshire. The place names themselves mean either "Anne's field" or "hermitage field" from Old English ansetl "hermitage" and leah "field".	0
Ainslie	Variant of AINSLEY.	1
Aintza	Means "glory" in Basque.	1
Aintzane	Variant of AINTZA.	1
